id,year,active_year,start_year,end_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,iso3,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
,#date+year,,#date+year+start,#date+year+end,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,,#country+code,#region+name,,,#date+start,#date+end,,,,,,#affected+killed,
73659,1990,1,1990,1990,1,322,Bangladesh: Chittagong Hill Tracts,705,Government of Bangladesh - JSS/SB,143,771.0,Government of Bangladesh,285,,JSS/SB,-1,R 10/24/1990 TWO BANGLADESH TRIBAL REBELS DIE AS ARMY RAIDS CAMP.,,,,officials,4,Chittagong Division,Chittagong Division,,22.916667,91.5,POINT (91.500000 22.916667),162544,Bangladesh,771,BGD,Asia,1,1,1990-10-24,1990-10-24,0,2,0,0,2,2,2
85391,1990,1,1990,1990,3,487,Government of India - Civilians,954,Government of India - Civilians,141,750.0,Government of India,1,,Civilians,-1,R 10/30/1990,,,,officials,3,Kushtia District,Khulna Division,Kushtia District,23.92471,89.02958,POINT (89.029580 23.924710),163979,Bangladesh,771,BGD,Asia,1,1,1990-10-28,1990-10-28,0,0,0,0,0,0,8
73661,1990,1,1990,1990,1,322,Bangladesh: Chittagong Hill Tracts,705,Government of Bangladesh - JSS/SB,143,771.0,Government of Bangladesh,285,,JSS/SB,-1,R 12/6/1990 THREE BANGLADESH SECESSIONIST REBELS KILLED BY TROOPS.,,,,officials,4,Chittagong Division,Chittagong Division,,22.916667,91.5,POINT (91.500000 22.916667),162544,Bangladesh,771,BGD,Asia,1,1,1990-12-06,1990-12-06,0,3,0,0,3,3,3
84006,1991,1,1991,1991,1,322,Bangladesh: Chittagong Hill Tracts,705,Government of Bangladesh - JSS/SB,143,771.0,Government of Bangladesh,285,,JSS/SB,-1,,,,,AGGREGATION EVENT,6,Bangladesh,,,21.45,91.9833,POINT (91.983300 21.450000),160384,Bangladesh,771,BGD,Asia,2,5,1991-01-01,1991-12-31,0,0,0,3,0,3,0
72630,1991,0,1991,1991,2,4591,Supporters of Awami League - Supporters of BNP,5201,Supporters of Awami League - Supporters of BNP,372,,Supporters of Awami League,374,,Supporters of BNP,-1,"Reuters (9 January 1991):  ""TWO KILLED, 10 HURT IN CLASHES BETWEEN RIVAL ACTIVISTS"".",,,,police and witnesses,1,Chittagong town,Chittagong Division,Chittagong District,22.338396,91.831685,POINT (91.831685 22.338396),161824,Bangladesh,771,BGD,Asia,1,1,1991-01-09,1991-01-09,0,0,0,2,2,2,2
73662,1991,1,1991,1991,1,322,Bangladesh: Chittagong Hill Tracts,705,Government of Bangladesh - JSS/SB,143,771.0,Government of Bangladesh,285,,JSS/SB,-1,R 2/13/1991 TWO REBEL COMMANDERS KILLED IN ARMY AMBUSH IN BANGLADESH.,,,,police,2,Kutukchhari town,Chittagong Division,Rangamati District,22.704167,92.099444,POINT (92.099444 22.704167),162545,Bangladesh,771,BGD,Asia,1,1,1991-02-13,1991-02-13,0,2,0,0,2,2,2
73867,1991,1,1991,1991,3,512,JSS/SB - Civilians,979,JSS/SB - Civilians,285,,JSS/SB,1,,Civilians,-1,"Reuters (1991-02-17):  ""REBELS KILL TWO TRIBESMEN IN SOUTHEAST BANGLADESH"".",,,,police,1,Ghagra town,Chittagong Division,Rangamati District,22.613333,92.105833,POINT (92.105833 22.613333),162545,Bangladesh,771,BGD,Asia,1,1,1991-02-16,1991-02-16,0,0,2,0,2,2,2
83728,2013,0,2013,2013,3,731,Government of Bangladesh - Civilians,1198,Government of Bangladesh - Civilians,143,771.0,Government of Bangladesh,1,,Civilians,2,"""Human Rights Watch,2013-12-17,Bangladesh: End Deadly Street Violence"";""The Daily Star,2013-12-14,Top Laxmipur Jamaat leader found dead""",Human Rights Watch;The Daily Star,2013-12-17;2013-12-14,Bangladesh: End Deadly Street Violence;Top Laxmipur Jamaat leader found dead,"police, victim's family, human rights watch",2,Lakshmipur Sadar sub-district,Chittagong Division,Lakshmipur District,22.95,90.825,POINT (90.825000 22.950000),162542,Bangladesh,771,BGD,Asia,1,1,2013-12-14,2013-12-14,0,0,1,0,0,1,1
84004,1991,1,1991,1991,1,322,Bangladesh: Chittagong Hill Tracts,705,Government of Bangladesh - JSS/SB,143,771.0,Government of Bangladesh,285,,JSS/SB,1,"""Reuters News,1991-04-04,BANGLADESH GUERRILLAS STEP UP FIGHT FOR AUTONOMY.""",Reuters News,1991-04-04,BANGLADESH GUERRILLAS STEP UP FIGHT FOR AUTONOMY.,JSS/SB,4,Chittagong Division,Chittagong Division,,22.916667,91.5,POINT (91.500000 22.916667),162544,Bangladesh,771,BGD,Asia,2,4,1991-03-06,1991-03-31,0,0,0,0,0,0,23
73444,1991,0,1991,1991,2,4591,Supporters of Awami League - Supporters of BNP,5201,Supporters of Awami League - Supporters of BNP,372,,Supporters of Awami League,374,,Supporters of BNP,-1,R 7/4/1991 WARRING STUDENTS SAY FIVE KILLED IN BANGLADESH COLLEGE SHOOTOUT.,,,,student supporters of the ruling Bangladesh Nationalist Party (BNP) said.,1,Dhaka city,Dhaka Division,Dhaka District,23.723056,90.408611,POINT (90.408611 23.723056),163981,Bangladesh,771,BGD,Asia,1,1,1991-07-03,1991-07-03,0,0,0,0,0,0,5
73880,1991,1,1991,1991,3,512,JSS/SB - Civilians,979,JSS/SB - Civilians,285,,JSS/SB,1,,Civilians,-1,"Reuters (1991-11-06):  ""TRIBAL REBELS KILL SIX SETTLERS IN HILL TRACTS"".",,,,military sources,2,Naniarchar sub-District,Chittagong Division,Rangamati District,22.839349,92.095438,POINT (92.095438 22.839349),162545,Bangladesh,771,BGD,Asia,1,1,1991-11-06,1991-11-06,0,0,6,0,6,6,6
73607,1992,0,1992,1992,1,322,Bangladesh: Chittagong Hill Tracts,705,Government of Bangladesh - JSS/SB,143,771.0,Government of Bangladesh,285,,JSS/SB,-1,"Reuters (9 May 1992):  ""TRIBAL REBELS KILL POLICEMAN IN HILL TRACTS"".",,,,police,2,Rangamati town,Chittagong Division,Rangamati District,22.643168,92.191859,POINT (92.191859 22.643168),162545,Bangladesh,771,BGD,Asia,1,1,1992-05-09,1992-05-09,1,0,0,0,1,1,1
73896,1992,1,1992,1992,3,512,JSS/SB - Civilians,979,JSS/SB - Civilians,285,,JSS/SB,1,,Civilians,-1,"Reuters (1992-05-23):  ""REBELS KILL TWO SETTLERS AS PEACE TALKS FAIL"".",,,,security officials,4,Chittagong Division,Chittagong Division,,22.916667,91.5,POINT (91.500000 22.916667),162544,Bangladesh,771,BGD,Asia,1,1,1992-05-22,1992-05-22,0,0,2,0,2,2,2
73634,1993,1,1993,1993,2,4720,BCP - PBCP,5330,BCP - PBCP,804,,BCP,805,,PBCP,-1,"Reuters (6 March 1993):  ""Bangladeshi outlaws strike, thousands flee"".",,,,police,3,Jhenaidaha District,Khulna Division,Jhenaidaha District,23.48351,89.0863,POINT (89.086300 23.483510),163259,Bangladesh,771,BGD,Asia,1,1,1993-03-05,1993-03-05,0,2,0,0,2,2,2
73636,1993,1,1993,1993,2,4720,BCP - PBCP,5330,BCP - PBCP,804,,BCP,805,,PBCP,-1,"Reuters (30 March 1993): ""Bangladesh political outlaws kill three rivals"".",,,,police,1,Chuadanga town,Khulna Division,Chuadanga District,23.646667,88.843611,POINT (88.843611 23.646667),163978,Bangladesh,771,BGD,Asia,1,1,1993-03-29,1993-03-29,3,0,0,0,3,3,3
73613,1993,0,1993,1993,1,322,Bangladesh: Chittagong Hill Tracts,705,Government of Bangladesh - JSS/SB,143,771.0,Government of Bangladesh,285,,JSS/SB,-1,Reuters 3/31/1993 One tribal rebel dies in battle with soldiers.,,,,military sources,3,Rangamati District,Chittagong Division,Rangamati District,22.633333,92.2,POINT (92.200000 22.633333),162545,Bangladesh,771,BGD,Asia,1,1,1993-03-30,1993-03-30,0,1,0,0,1,1,1
74067,1993,0,1993,1993,2,10513,Supporters of Awami League - Supporters of Jamaat-e-Islami,11123,Supporters of Awami League - Supporters of Jamaat-e-Islami,372,,Supporters of Awami League,2765,,Supporters of Jamaat-e-Islami,-1,"R 12/4/1993 One killed, 250 injured in clashes in Bangladesh.",,,,police,1,Chakaria town,Chittagong Division,Cox's Bazar District,21.747566,92.099332,POINT (92.099332 21.747566),161105,Bangladesh,771,BGD,Asia,1,1,1993-12-04,1993-12-04,1,0,0,0,1,1,1
72316,2006,1,2006,2006,1,11350,Bangladesh: Government,11991,Government of Bangladesh - PBCP-J,143,771.0,Government of Bangladesh,1165,,PBCP-J,-1,SATP,,,,,1,Pabna town,Rajshahi Division,Pabna Disctrict,24.006581,89.244133,POINT (89.244133 24.006581),164699,Bangladesh,771,BGD,Asia,1,1,2006-09-09,2006-09-09,0,1,0,0,1,1,1
73639,1994,0,1994,1994,2,4720,BCP - PBCP,5330,BCP - PBCP,804,,BCP,805,,PBCP,-1,"Reuters (13 June 1994):  ""Four communist rebels die in gunbattle"".",,,,police,3,Satkhira District,Khulna Division,Satkhira District,22.38155,89.13675,POINT (89.136750 22.381550),161819,Bangladesh,771,BGD,Asia,1,1,1994-06-12,1994-06-12,0,0,0,3,3,3,3
73872,1991,1,1991,1991,3,512,JSS/SB - Civilians,979,JSS/SB - Civilians,285,,JSS/SB,1,,Civilians,-1,"Reuters (1991-05-28):  ""REBELS KILL FOUR IN SOUTHEAST BANGLADESH"".",,,,military sources,4,Chittagong Division,Chittagong Division,,22.916667,91.5,POINT (91.500000 22.916667),162544,Bangladesh,771,BGD,Asia,1,1,1991-05-27,1991-05-27,0,0,4,0,4,4,4
73616,1994,0,1994,1994,1,322,Bangladesh: Chittagong Hill Tracts,705,Government of Bangladesh - JSS/SB,143,771.0,Government of Bangladesh,285,,JSS/SB,-1,R 10/17/1994 Bangladesh rebel killed in clash with troops.,,,,military sources,3,Khagrachhari District,Chittagong Division,Khagrachhari District,23.16952,91.95316,POINT (91.953160 23.169520),163264,Bangladesh,771,BGD,Asia,1,1,1994-10-17,1994-10-17,0,1,0,0,1,1,1
210432,2015,0,2015,2015,3,2009,JMB - Civilians,2491,JMB - Civilians,1218,,JMB,1,,Civilians,2,"""Agence France Presse,2015-09-04,'Trained assassin' kills two at Bangladesh shrine"";""Agence France Presse,2015-11-26,Bangladesh police kill Shiite shrine blast chief suspect""",Agence France Presse;Agence France Presse,2015-09-04;2015-11-26,'Trained assassin' kills two at Bangladesh shrine;Bangladesh police kill Shiite shrine blast chief suspect,police,1,Chittagong town,Chittagong Division,Chittagong District,22.338396,91.831685,POINT (91.831685 22.338396),161824,Bangladesh,771,BGD,Asia,1,1,2015-09-04,2015-09-04,0,0,2,0,2,2,2
73640,1995,0,1995,1995,2,4720,BCP - PBCP,5330,BCP - PBCP,804,,BCP,805,,PBCP,-1,"Human Rights Watch, 1996-06-01: ""Bangladesh:  Political Violence on All Sides"", p 14.",,,,,1,Tala town,Khulna Division,Satkhira District,22.750739,89.257412,POINT (89.257412 22.750739),162539,Bangladesh,771,BGD,Asia,1,1,1995-09-13,1995-09-13,0,0,0,0,0,0,2
73901,1995,0,1995,1995,3,512,JSS/SB - Civilians,979,JSS/SB - Civilians,285,,JSS/SB,1,,Civilians,-1,"R, 1995-08-28",,,,police,2,Sajek town,Chittagong Division,Rangamati District,23.381993,92.293823,POINT (92.293823 23.381993),163265,Bangladesh,771,BGD,Asia,1,1,1995-08-27,1995-08-27,0,0,1,0,1,1,1
73491,1995,0,1995,1995,2,4591,Supporters of Awami League - Supporters of BNP,5201,Supporters of Awami League - Supporters of BNP,372,,Supporters of Awami League,374,,Supporters of BNP,-1,"Reuters (29 October 1995):  ""Violence shuts Bangladesh medical college"".",,,,police,1,Rangpur town,Rangpur Division,Rangpur District,25.746667,89.251667,POINT (89.251667 25.746667),166859,Bangladesh,771,BGD,Asia,1,1,1995-10-28,1995-10-28,0,0,0,1,1,1,1
73494,1996,0,1996,1996,2,4591,Supporters of Awami League - Supporters of BNP,5201,Supporters of Awami League - Supporters of BNP,372,,Supporters of Awami League,374,,Supporters of BNP,-1,"Reuters (6 February 1996):  ""Two killed in Bangladesh pre-election violence"".",,,,police,1,Feni town,Chittagong Division,Feni District,23.011337,91.401296,POINT (91.401296 23.011337),163263,Bangladesh,771,BGD,Asia,1,1,1996-02-05,1996-02-05,1,0,0,0,1,1,1
73495,1996,0,1996,1996,2,4591,Supporters of Awami League - Supporters of BNP,5201,Supporters of Awami League - Supporters of BNP,372,,Supporters of Awami League,374,,Supporters of BNP,-1,"Reuters (23 Februrary 1996):  ""Activist killed ahead of Bangladesh stoppage"".",,,,police,1,Cox's Bazar Town,Chittagong Division,Cox's Bazar District,21.453877,91.967654,POINT (91.967654 21.453877),160384,Bangladesh,771,BGD,Asia,1,1,1996-02-23,1996-02-23,1,0,0,0,1,1,1
73498,1996,0,1996,1996,2,4591,Supporters of Awami League - Supporters of BNP,5201,Supporters of Awami League - Supporters of BNP,372,,Supporters of Awami League,374,,Supporters of BNP,-1,"Reuters (9 March 1996):  ""One dead, 70 hurt in Bangaledsh violence"".",,,,,1,Fatikchhari town,Chittagong Division,Chittagong District,22.685889,91.796087,POINT (91.796087 22.685889),162544,Bangladesh,771,BGD,Asia,1,1,1996-03-09,1996-03-09,0,0,0,0,0,0,1
73499,1996,0,1996,1996,2,4591,Supporters of Awami League - Supporters of BNP,5201,Supporters of Awami League - Supporters of BNP,372,,Supporters of Awami League,374,,Supporters of BNP,-1,"Reuters (9 March 1996):  ""Three die, 150 injured in Bangladesh riots"".",,,,,2,Raozan sub-District,Chittagong Division,Chittagong District,22.535,91.919167,POINT (91.919167 22.535000),162544,Bangladesh,771,BGD,Asia,1,1,1996-03-09,1996-03-09,0,0,0,1,1,1,1
73503,1996,0,1996,1996,2,4591,Supporters of Awami League - Supporters of BNP,5201,Supporters of Awami League - Supporters of BNP,372,,Supporters of Awami League,374,,Supporters of BNP,-1,"Reuters (5 June 1996):  ""One killed, 10 hurt in Bangladesh pre-poll violence"".",,,,,2,Sandwip sub-District,Chittagong Division,Chittagong District,22.493713,91.501501,POINT (91.501501 22.493713),161824,Bangladesh,771,BGD,Asia,1,1,1996-06-05,1996-06-05,0,0,1,0,1,1,1
73505,1996,0,1996,1996,2,4591,Supporters of Awami League - Supporters of BNP,5201,Supporters of Awami League - Supporters of BNP,372,,Supporters of Awami League,374,,Supporters of BNP,-1,"All-India Radio external service, New Delhi, in English 1330 gmt 1 Jul 96",,,,,1,Khulna town,Khulna Division,Khulna District,22.809785,89.564389,POINT (89.564389 22.809785),162540,Bangladesh,771,BGD,Asia,1,1,1996-07-01,1996-07-01,0,0,0,0,0,0,2
73625,1996,0,1996,1996,1,322,Bangladesh: Chittagong Hill Tracts,705,Government of Bangladesh - JSS/SB,143,771.0,Government of Bangladesh,285,,JSS/SB,-1,"Reuters (13 October 1996):  ""Suspected tribal rebels kill Bangladesh policeman"".",,,,police,3,Bandarban District,Chittagong Division,Bandarban District,21.81318,92.36807,POINT (92.368070 21.813180),161105,Bangladesh,771,BGD,Asia,1,1,1996-10-13,1996-10-13,0,0,0,0,0,0,1
73904,1996,1,1996,1996,3,512,JSS/SB - Civilians,979,JSS/SB - Civilians,285,,JSS/SB,1,,Civilians,-1,r 26/12 1996,,,,police,1,Rangamati town,Chittagong Division,Rangamati District,22.643168,92.191859,POINT (92.191859 22.643168),162545,Bangladesh,771,BGD,Asia,1,1,1996-12-26,1996-12-26,0,0,0,0,0,0,1
73905,1997,0,1997,1997,3,512,JSS/SB - Civilians,979,JSS/SB - Civilians,285,,JSS/SB,1,,Civilians,-1,Reuters 17/1 1997,,,,police,3,Khagrachhari District,Chittagong Division,Khagrachhari District,23.16952,91.95316,POINT (91.953160 23.169520),163264,Bangladesh,771,BGD,Asia,1,1,1997-01-16,1997-01-16,0,0,1,0,0,1,1
73508,1997,0,1997,1997,2,4591,Supporters of Awami League - Supporters of BNP,5201,Supporters of Awami League - Supporters of BNP,372,,Supporters of Awami League,374,,Supporters of BNP,-1,"Reuters (29 March 1997):  ""One dead, 10 hurt in Bangladesh political clash"".",,,,police,1,Feni town,Chittagong Division,Feni District,23.011337,91.401296,POINT (91.401296 23.011337),163263,Bangladesh,771,BGD,Asia,1,1,1997-03-27,1997-03-27,0,1,0,0,1,1,1
73509,1997,0,1997,1997,2,4591,Supporters of Awami League - Supporters of BNP,5201,Supporters of Awami League - Supporters of BNP,372,,Supporters of Awami League,374,,Supporters of BNP,-1,"Reuters (29 March 1997):  ""One dead, 10 hurt in Bangladesh political clash"".",,,,police,1,Feni town,Chittagong Division,Feni District,23.011337,91.401296,POINT (91.401296 23.011337),163263,Bangladesh,771,BGD,Asia,1,1,1997-03-29,1997-03-29,0,1,0,0,1,1,1
73631,1997,0,1997,1997,1,322,Bangladesh: Chittagong Hill Tracts,705,Government of Bangladesh - JSS/SB,143,771.0,Government of Bangladesh,285,,JSS/SB,-1,"r 3/5 1997, r 10/5 1997",,,,police,1,Baratalipara town,Chittagong Division,Bandarban District,22.15,92.233333,POINT (92.233333 22.150000),161825,Bangladesh,771,BGD,Asia,1,1,1997-05-03,1997-05-03,0,0,0,0,0,0,3
74070,1997,0,1997,1997,2,10513,Supporters of Awami League - Supporters of Jamaat-e-Islami,11123,Supporters of Awami League - Supporters of Jamaat-e-Islami,372,,Supporters of Awami League,2765,,Supporters of Jamaat-e-Islami,-1,r 4/9 1997,,,,police,1,Chittagong town,Chittagong Division,Chittagong District,22.338396,91.831685,POINT (91.831685 22.338396),161824,Bangladesh,771,BGD,Asia,1,1,1997-09-03,1997-09-03,0,0,1,0,1,1,1
73512,1997,0,1997,1997,2,4591,Supporters of Awami League - Supporters of BNP,5201,Supporters of Awami League - Supporters of BNP,372,,Supporters of Awami League,374,,Supporters of BNP,-1,r 27/11 1997,,,,police,1,Chittagong town,Chittagong Division,Chittagong District,22.338396,91.831685,POINT (91.831685 22.338396),161824,Bangladesh,771,BGD,Asia,1,1,1997-11-27,1997-11-27,1,0,1,0,2,2,2
73514,1997,0,1997,1997,2,4591,Supporters of Awami League - Supporters of BNP,5201,Supporters of Awami League - Supporters of BNP,372,,Supporters of Awami League,374,,Supporters of BNP,-1,"r 29/11 1997, r 30/11",,,,police,1,Chittagong town,Chittagong Division,Chittagong District,22.338396,91.831685,POINT (91.831685 22.338396),161824,Bangladesh,771,BGD,Asia,1,1,1997-11-29,1997-11-29,0,0,0,4,4,4,5
74071,1997,0,1997,1997,2,10513,Supporters of Awami League - Supporters of Jamaat-e-Islami,11123,Supporters of Awami League - Supporters of Jamaat-e-Islami,372,,Supporters of Awami League,2765,,Supporters of Jamaat-e-Islami,-1,"Reuters (23 December 1997):  ""Three killed in Bangladesh rural poll violence"".",,,,police,1,Cox's Bazar Town,Chittagong Division,Cox's Bazar District,21.453877,91.967654,POINT (91.967654 21.453877),160384,Bangladesh,771,BGD,Asia,1,1,1997-12-23,1997-12-23,0,2,0,0,2,2,2
73513,1998,0,1998,1998,2,4591,Supporters of Awami League - Supporters of BNP,5201,Supporters of Awami League - Supporters of BNP,372,,Supporters of Awami League,374,,Supporters of BNP,-1,"Reuters (15 April 1998): ""FOCUS-Four killed, 100 hurt in Bangladesh strike"".",,,,local officials,1,Chuknagar town,Khulna Division,Dumuria District,22.837293,89.293034,POINT (89.293034 22.837293),162539,Bangladesh,771,BGD,Asia,1,1,1998-04-15,1998-04-15,1,0,0,0,1,1,1
73515,1998,0,1998,1998,2,4591,Supporters of Awami League - Supporters of BNP,5201,Supporters of Awami League - Supporters of BNP,372,,Supporters of Awami League,374,,Supporters of BNP,-1,"Reuters (15 April 1998):  ""FOCUS-Two killed, nearly 50 hurt in Bangladesh strike"".",,,,,1,Dhaka city,Dhaka Division,Dhaka District,23.723056,90.408611,POINT (90.408611 23.723056),163981,Bangladesh,771,BGD,Asia,1,1,1998-04-15,1998-04-15,0,1,0,0,1,1,1
73862,1990,1,1990,1990,3,512,JSS/SB - Civilians,979,JSS/SB - Civilians,285,,JSS/SB,1,,Civilians,-1,"Reuters (1990-04-17):  ""TRIBAL REBELS STRIKE AGAIN, KILL THREE IN BANGLADESH HILLS"".",,,,military sources,3,Bandarban District,Chittagong Division,Bandarban District,21.81318,92.36807,POINT (92.368070 21.813180),161105,Bangladesh,771,BGD,Asia,1,1,1990-04-16,1990-04-16,0,0,20,0,20,20,20
51122,1998,1,1998,1998,3,488,Government of Myanmar (Burma) - Civilians,955,Government of Myanmar (Burma) - Civilians,144,775.0,Government of Myanmar (Burma),1,,Civilians,-1,Reuters 8/10,,,,Bangladeshi police,7,Bay of Bengal,,,20.630564,92.367972,POINT (92.367972 20.630564),159665,Bangladesh,771,BGD,Asia,1,1,1998-10-07,1998-10-07,0,0,5,0,3,5,5
73521,1998,0,1998,1998,2,4591,Supporters of Awami League - Supporters of BNP,5201,Supporters of Awami League - Supporters of BNP,372,,Supporters of Awami League,374,,Supporters of BNP,-1,"Xinhua News Agency (8 November 1998):  ""1 Killed, 100 Injured in Bangladesh Ruling, Opposition Clashes"".",,,,,1,Dhaka city,Dhaka Division,Dhaka District,23.723056,90.408611,POINT (90.408611 23.723056),163981,Bangladesh,771,BGD,Asia,1,1,1998-11-08,1998-11-08,0,0,0,1,0,1,1
73523,1999,0,1999,1999,2,4591,Supporters of Awami League - Supporters of BNP,5201,Supporters of Awami League - Supporters of BNP,372,,Supporters of Awami League,374,,Supporters of BNP,-1,"Reuters (26 January 1999):  ""One killed, 70 hurt in Bangladesh strike violence"".",,,,,1,Dhaka city,Dhaka Division,Dhaka District,23.723056,90.408611,POINT (90.408611 23.723056),163981,Bangladesh,771,BGD,Asia,1,1,1999-01-26,1999-01-26,0,0,0,0,0,0,1
73524,1999,0,1999,1999,2,4591,Supporters of Awami League - Supporters of BNP,5201,Supporters of Awami League - Supporters of BNP,372,,Supporters of Awami League,374,,Supporters of BNP,-1,"Reuters (26 January 1999):  ""FOCUS-Three killed in Bangladesh strike violence"".",,,,,1,Jessore town,Khulna Division,Jessore District,23.169722,89.213611,POINT (89.213611 23.169722),163259,Bangladesh,771,BGD,Asia,1,1,1999-01-26,1999-01-26,0,0,0,1,1,1,1
73525,1999,0,1999,1999,2,4591,Supporters of Awami League - Supporters of BNP,5201,Supporters of Awami League - Supporters of BNP,372,,Supporters of Awami League,374,,Supporters of BNP,-1,"Reuters (26 January 1999):  ""FOCUS-Three killed in Bangladesh strike violence"".",,,,police,4,Khulna Division,Khulna Division,,22.916667,89.25,POINT (89.250000 22.916667),162539,Bangladesh,771,BGD,Asia,1,1,1999-01-26,1999-01-26,1,0,0,0,1,1,1
74075,1999,0,1999,1999,2,10513,Supporters of Awami League - Supporters of Jamaat-e-Islami,11123,Supporters of Awami League - Supporters of Jamaat-e-Islami,372,,Supporters of Awami League,2765,,Supporters of Jamaat-e-Islami,-1,"Reuters (28 April 1999):  ""Strike halts business in Bangladesh port city"".",,,,,1,Chittagong town,Chittagong Division,Chittagong District,22.338396,91.831685,POINT (91.831685 22.338396),161824,Bangladesh,771,BGD,Asia,1,1,1999-04-24,1999-04-24,0,0,0,0,0,0,1
74073,1999,0,1999,1999,2,10513,Supporters of Awami League - Supporters of Jamaat-e-Islami,11123,Supporters of Awami League - Supporters of Jamaat-e-Islami,372,,Supporters of Awami League,2765,,Supporters of Jamaat-e-Islami,-1,"reuters (16 May 1999):  ""One dead in gunbattles at Bangladesh university"".",,,,,1,Chittagong town,Chittagong Division,Chittagong District,22.338396,91.831685,POINT (91.831685 22.338396),161824,Bangladesh,771,BGD,Asia,1,1,1999-05-15,1999-05-15,0,1,0,0,1,1,1
